iter	MultiClass
0	0.7076110161
1	0.5296682331
2	0.4199212077
3	0.3375834342
4	0.2809594587
5	0.2419433023
6	0.2150019856
7	0.1920530082
8	0.1720785806
9	0.1597604532
10	0.1469833021
11	0.1379698747
12	0.1290769554
13	0.1238846647
14	0.1162944681
15	0.1101834136
16	0.1045045787
17	0.09961112211
18	0.09630002464
19	0.09318689057
20	0.09116257976
21	0.08891367116
22	0.08632662461
23	0.08312928251
24	0.07948058554
25	0.07654372876
26	0.0744604635
27	0.07128938655
28	0.07019063857
29	0.06796771364
30	0.06609613134
31	0.06434950318
32	0.06284687158
33	0.06152307241
34	0.06043834543
35	0.05953389107
36	0.05870987916
37	0.05784773734
38	0.05658738365
39	0.05513935789
40	0.05453091645
41	0.05402931742
42	0.05310071542
43	0.05256339853
44	0.05165386175
45	0.05082757029
46	0.04995120894
47	0.04878681752
48	0.04754671456
49	0.04700551685
50	0.0462108615
51	0.04579733123
52	0.04568358028
53	0.04492948641
54	0.04405579413
55	0.04349826592
56	0.04277846355
57	0.04234162477
58	0.0417640601
59	0.04138964297
60	0.04081552191
61	0.04051116224
62	0.03978287164
63	0.03924942271
64	0.03814819768
65	0.03752178034
66	0.03732865355
67	0.03707191463
68	0.03620042161
69	0.03602263744
70	0.03575715664
71	0.03500559859
72	0.03421330719
73	0.03383740905
74	0.03353081185
75	0.03339553314
76	0.033178075
77	0.03304818607
78	0.03270735419
79	0.0324376615
80	0.03199724115
81	0.03145191475
82	0.03137429996
83	0.03120302308
84	0.03112573283
85	0.03065184817
86	0.0304277855
87	0.03036286963
88	0.02986295364
89	0.02961268383
90	0.02930987982
91	0.02880371159
92	0.02864229484
93	0.02849820169
94	0.02818190881
95	0.02789901328
96	0.02752191089
97	0.02726046866
98	0.02686100653
99	0.02655769987
100	0.02629583848
101	0.02597475392
102	0.02580072405
103	0.02552083048
104	0.0253036266
105	0.02517172721
106	0.02485265204
107	0.02449763764
108	0.02435063078
109	0.02408779591
110	0.02370815605
111	0.02369210146
112	0.02338725834
113	0.02312203569
114	0.0228672588
115	0.02279489887
116	0.02265153025
117	0.02257758946
118	0.02244480026
119	0.02207256785
120	0.02171070438
121	0.02149204058
122	0.02105372242
123	0.02084751253
124	0.02072942873
125	0.02064877301
126	0.02041658934
127	0.02016257845
128	0.02008273625
129	0.01994888077
130	0.01985414948
131	0.0197783033
132	0.0196535738
133	0.01953159325
134	0.01938783839
135	0.0191216951
136	0.01904847884
137	0.0189258421
138	0.01860287904
139	0.01855195833
140	0.01834472858
141	0.01814448396
142	0.01802014267
143	0.01779128827
144	0.01771171664
145	0.01762143999
146	0.01729592002
147	0.01721267415
148	0.01711875232
149	0.01704558062
150	0.01693488769
151	0.01684817508
152	0.01676307986
153	0.01654144283
154	0.01646164332
155	0.01637012597
156	0.01619446934
157	0.01600486058
158	0.01584868591
159	0.015767127
160	0.01566257158
161	0.01555702916
162	0.01546438266
163	0.01531136599
164	0.01528269365
165	0.0151767509
166	0.01509160696
167	0.01494880814
168	0.01492194511
169	0.0148261285
170	0.01479098465
171	0.01475791806
172	0.0147399529
173	0.01463384097
174	0.01453297652
175	0.0143674317
176	0.01426080312
177	0.01416352493
178	0.01410281546
179	0.01400845619
180	0.01378060788
181	0.01374009322
182	0.01368309021
183	0.0135415493
184	0.01348169057
185	0.01346226482
186	0.01334835895
187	0.01324310826
188	0.01311606174
189	0.01308437185
190	0.01287687234
191	0.01276679369
192	0.01267902722
193	0.01257683135
194	0.0124529996
195	0.01231559503
196	0.01229734343
197	0.0122336311
198	0.01217828236
199	0.0121142175
200	0.01207731046
201	0.01205551141
202	0.01196201667
203	0.01189756466
204	0.01188587716
205	0.01179890076
206	0.01173150811
207	0.01168612586
208	0.01161072782
209	0.01157282593
210	0.01147626384
211	0.01140678339
212	0.01133954775
213	0.01131139714
214	0.01123257819
215	0.01118991083
216	0.01111480587
217	0.01107636242
218	0.01103041494
219	0.01085661377
220	0.01081504594
221	0.01062714525
222	0.01060903701
223	0.01058954661
224	0.01057006928
225	0.01047263357
226	0.01039709137
227	0.01036442682
228	0.01028193713
229	0.01024134572
230	0.01022985312
231	0.01020067117
232	0.01012822453
233	0.01009204932
234	0.0100682616
235	0.01000827984
236	0.009962200744
237	0.009861776509
238	0.00980179017
239	0.009778688402
240	0.009716132002
241	0.009698163749
242	0.009626154884
243	0.00957939475
244	0.009552539641
245	0.009471473055
246	0.009429522259
247	0.009386417143
248	0.009281680244
249	0.009243486615
250	0.009204499199
251	0.009165367034
252	0.009115514255
253	0.009094428867
254	0.00904307621
255	0.009008154611
256	0.008963739982
257	0.008886000621
258	0.008840551947
259	0.008811437166
260	0.008743004655
261	0.00868714373
262	0.00863597917
263	0.008597409287
264	0.00854403211
265	0.008495437684
266	0.008468513537
267	0.008431072564
268	0.008417552724
269	0.008336612212
270	0.008299464832
271	0.008245610317
272	0.008217976666
273	0.00815490882
274	0.00811969625
275	0.008095968244
276	0.008051804362
277	0.008031277003
278	0.008016742882
279	0.007941215345
280	0.007906246843
281	0.007901242123
282	0.007845759908
283	0.007790556325
284	0.007753588711
285	0.007727696529
286	0.007645232012
287	0.007609572864
288	0.007527979402
289	0.007499520441
290	0.007444004566
291	0.007411126454
292	0.007407432986
293	0.00738483495
294	0.007356534675
295	0.00733130749
296	0.007322038707
297	0.007306327867
298	0.007261177556
299	0.007238453896
